Code,Name,Market,현금배당수익률(%)_당기,주당 현금배당금(원)
45226K,한화갤러리아우,KOSPI,0,0
025620,제이준코스메틱,KOSPI,0,0
057540,옴니시스템,KOSDAQ,0,0
468760,유진스팩10호,KOSDAQ,0,0
030720,동원수산,KOSPI,0,0
348080,큐라티스,KOSDAQ,0,0
097870,효성오앤비,KOSDAQ,0,0
001070,대한방직,KOSPI,0,0
462020,에이치엠씨제6호스팩,KOSDAQ,0,0
00499K,롯데지주우,KOSPI,0,0
014190,원익큐브,KOSDAQ,0,0
104200,NHN벅스,KOSDAQ,0,0
001275,부국증권우,KOSPI,0,0
154030,아시아종묘,KOSDAQ,0,0
043100,솔고바이오,KOSDAQ,0,0
052670,제일바이오,KOSDAQ,0,0
003075,코오롱글로벌우,KOSPI,0,0
33626L,두산퓨얼셀2우B,KOSPI,0,0
309930,오하임앤컴퍼니,KOSDAQ,0,0
099520,ITX-AI,KOSDAQ,0,0
417180,핑거스토리,KOSDAQ,0,0
303030,지니틱스,KOSDAQ,0,0
450050,하이제8호스팩,KOSDAQ,0,0
093240,형지엘리트,KOSPI,0,0
446190,미래에셋비전스팩2호,KOSDAQ,0,0
298060,에스씨엠생명과학,KOSDAQ,0,0
352770,클리노믹스,KOSDAQ,0,0
014710,사조씨푸드,KOSPI,0,0
442770,IBKS제21호스팩,KOSDAQ,0,0
054180,메디콕스,KOSDAQ,0,0
400840,하이제7호스팩,KOSDAQ,0,0
452670,상상인제4호스팩,KOSDAQ,0,0
224060,더코디,KOSDAQ,0,0
198080,엔피디,KOSDAQ,0,0
003560,IHQ,KOSPI,0,0
208860,엔지스테크널러지,KOSDAQ,0,0
145995,삼양사우,KOSPI,0,0
450940,유안타제14호스팩,KOSDAQ,0,0
437780,엔에이치스팩24호,KOSDAQ,0,0
059100,아이컴포넌트,KOSDAQ,0,0
455310,한화플러스제4호스팩,KOSDAQ,0,0
335870,윙스풋,KOSDAQ,0,0
33637L,솔루스첨단소재2우B,KOSPI,0,0
025890,한국주강,KOSPI,0,0
308100,까스텔바작,KOSDAQ,0,0
083640,인콘,KOSDAQ,0,0
033790,스카이문스테크놀로지,KOSDAQ,0,0
043200,파루,KOSDAQ,0,0
123750,알톤,KOSDAQ,0,0
091340,S&K폴리텍,KOSDAQ,0,0
28513K,SK케미칼우,KOSPI,0,0
452980,신한제11호스팩,KOSDAQ,0,0
448760,IBKS제22호스팩,KOSDAQ,0,0
019175,신풍제약우,KOSPI,0,0
188260,세니젠,KOSDAQ,0,0
089530,에이티세미콘,KOSDAQ,0,0
440320,오픈놀,KOSDAQ,0,0
044780,에이치케이,KOSDAQ,0,0
002690,동일제강,KOSPI,0,0
472220,신영스팩10호,KOSDAQ,0,0
009620,삼보산업,KOSDAQ,0,0
456490,교보14호스팩,KOSDAQ,0,0
004365,세방우,KOSPI,0,0
455250,KB제25호스팩,KOSDAQ,0,0
056700,신화인터텍,KOSDAQ,0,0
121850,코이즈,KOSDAQ,0,0
068100,케이웨더,KOSDAQ,0,0
037400,우리엔터프라이즈,KOSDAQ,0,0
317240,TS트릴리온,KOSDAQ,0,0
001260,남광토건,KOSPI,0,0
054940,엑사이엔씨,KOSDAQ,0,0
413630,유진스팩8호,KOSDAQ,0,0
054410,케이피티유,KOSDAQ,0,0
226360,KH 건설,KOSDAQ,0,0
035290,골드앤에스,KOSDAQ,0,0
225590,패션플랫폼,KOSDAQ,0,0
043340,에쎈테크,KOSDAQ,0,0
044380,주연테크,KOSPI,0,0
465770,STX그린로지스,KOSPI,0,0
173940,에프엔씨엔터,KOSDAQ,0,0
007680,대원,KOSDAQ,0,0
049120,파인디앤씨,KOSDAQ,0,0
208350,지란지교시큐리티,KOSDAQ,0,0
001065,JW중외제약우,KOSPI,0,0
001210,금호전기,KOSPI,0,0
045300,성우테크론,KOSDAQ,0,0
003475,유안타증권우,KOSPI,0,0
004920,씨아이테크,KOSPI,0,0
440790,교보13호스팩,KOSDAQ,0,0
009310,참엔지니어링,KOSPI,0,0
011420,갤럭시아에스엠,KOSPI,0,0
285800,진영,KOSDAQ,0,0
154040,다산솔루에타,KOSDAQ,0,0
130740,티피씨글로벌,KOSDAQ,0,0
340810,씨유박스,KOSDAQ,0,0
177350,베셀,KOSDAQ,0,0
367000,플래티어,KOSDAQ,0,0
465320,교보15호스팩,KOSDAQ,0,0
000215,DL우,KOSPI,0,0
050760,에스폴리텍,KOSDAQ,0,0
009415,태영건설우,KOSPI,0,0
011155,CJ씨푸드1우,KOSPI,0,0
004415,서울식품우,KOSPI,0,0
042040,케이피엠테크,KOSDAQ,0,0
139670,키네마스터,KOSDAQ,0,0
223310,딥마인드,KOSDAQ,0,0
038530,케이바이오,KOSDAQ,0,0
232830,시큐센,KOSDAQ,0,0
123010,아이윈플러스,KOSDAQ,0,0
019570,플루토스,KOSDAQ,0,0
014915,성문전자우,KOSPI,0,0
097800,윈팩,KOSDAQ,0,0
058530,파나케이아,KOSDAQ,0,0
299910,애닉,KOSDAQ,0,0
317690,퀀타매트릭스,KOSDAQ,0,0
097780,에코볼트,KOSDAQ,0,0
050120,ES큐브,KOSDAQ,0,0
002785,진흥기업우B,KOSPI,0,0
023460,CNH,KOSDAQ,0,0
073190,듀오백,KOSDAQ,0,0
009810,플레이그램,KOSPI,0,0
016100,리더스코스메틱,KOSDAQ,0,0
043090,더테크놀로지,KOSDAQ,0,0
025560,미래산업,KOSPI,0,0
355150,코스텍시스,KOSDAQ,0,0
001000,신라섬유,KOSDAQ,0,0
406820,뷰티스킨,KOSDAQ,0,0
087600,픽셀플러스,KOSDAQ,0,0
005965,동부건설우,KOSPI,0,0
004270,남성,KOSPI,0,0
376980,원티드랩,KOSDAQ,0,0
010400,우진아이엔에스,KOSPI,0,0
014910,성문전자,KOSPI,0,0
014285,금강공업우,KOSPI,0,0
032680,소프트센,KOSDAQ,0,0
900120,씨엑스아이,KOSDAQ,0,0
004545,깨끗한나라우,KOSPI,0,0
103230,에스앤더블류,KOSDAQ,0,0
331920,셀레믹스,KOSDAQ,0,0
320000,윈텍,KOSDAQ,0,0
222110,팬젠,KOSDAQ,0,0
085810,알티캐스트,KOSDAQ,0,0
317530,캐리소프트,KOSDAQ,0,0
015020,이스타코,KOSPI,0,0
043590,웰킵스하이텍,KOSDAQ,0,0
103840,우양,KOSDAQ,0,0
024890,대원화성,KOSPI,0,0
007120,미래아이앤지,KOSPI,0,0
187790,나노,KOSDAQ,0,0
033050,제이엠아이,KOSDAQ,0,0
003680,한성기업,KOSPI,0,0
044060,조광ILI,KOSDAQ,0,0
438700,버넥트,KOSDAQ,0,0
137080,나래나노텍,KOSDAQ,0,0
001525,동양우,KOSPI,0,0
311390,네오크레마,KOSDAQ,0,0
294140,레몬,KOSDAQ,0,0
001527,동양2우B,KOSPI,0,0
002995,금호건설우,KOSPI,0,0
054090,삼진엘앤디,KOSDAQ,0,0
424760,벨로크,KOSDAQ,0,0
215480,토박스코리아,KOSDAQ,0,0
018620,우진비앤지,KOSDAQ,0,0
376180,피코그램,KOSDAQ,0,0
002787,진흥기업2우B,KOSPI,0,0
254120,자비스,KOSDAQ,0,0
000227,유유제약2우B,KOSPI,0,0
009320,대우부품,KOSPI,0,0
032685,소프트센우,KOSDAQ,0,0
104040,대성파인텍,KOSDAQ,0,0
023440,제이스코홀딩스,KOSDAQ,0,0
113810,디젠스,KOSDAQ,0,0
258790,소프트캠프,KOSDAQ,0,0
008600,윌비스,KOSPI,0,0
000157,두산2우B,KOSPI,0,0
175250,아이큐어,KOSDAQ,0,0
024950,삼천리자전거,KOSDAQ,0,0
021045,대호특수강우,KOSDAQ,0,0
134580,탑코미디어,KOSDAQ,0,0
032940,원익,KOSDAQ,0,0
227950,엔투텍,KOSDAQ,0,0
001465,BYC우,KOSPI,0,0
000890,보해양조,KOSPI,0,0
000545,흥국화재우,KOSPI,0,0
000950,전방,KOSPI,0,0
137940,넥스트아이,KOSDAQ,0,0
069640,한세엠케이,KOSPI,0,0
128540,에코캡,KOSDAQ,0,0
347700,라이프시맨틱스,KOSDAQ,0,0
068940,셀피글로벌,KOSDAQ,0,0
021050,서원,KOSPI,0,0
038340,MIT,KOSDAQ,0,0
474930,신한제13호스팩,KOSDAQ,0,0
475250,하나33호스팩,KOSDAQ,0,0
457940,에스케이증권제10호스팩,KOSDAQ,0,0
258610,케일럼,KOSDAQ,0,0
413640,비아이매트릭스,KOSDAQ,0,0
352940,인바이오,KOSDAQ,0,0
214870,뉴지랩파마,KOSDAQ,0,0
131760,파인텍,KOSDAQ,0,0
161570,THE MIDONG,KOSDAQ,0,0
475240,하나32호스팩,KOSDAQ,0,0
413600,키움제6호스팩,KOSDAQ,0,0
060900,DGP,KOSDAQ,0,0
002820,SUN&L,KOSPI,0,0
019685,대교우B,KOSPI,0,0
002680,한탑,KOSDAQ,0,0
006380,카프로,KOSPI,0,0
442130,유진스팩9호,KOSDAQ,0,0
435870,에스케이증권제8호스팩,KOSDAQ,0,0
017000,신원종합개발,KOSDAQ,0,0
046970,우리로,KOSDAQ,0,0
196490,디에이테크놀로지,KOSDAQ,0,0
238120,얼라인드,KOSDAQ,0,0
003495,대한항공우,KOSPI,0,0
001515,SK증권우,KOSPI,0,0
241820,피씨엘,KOSDAQ,0,0
372800,아이티아이즈,KOSDAQ,0,0
000325,노루홀딩스우,KOSPI,0,0
26490K,크라운제과우,KOSPI,0,0
100220,비상교육,KOSPI,0,0
019490,하이트론,KOSPI,0,0
076610,해성옵틱스,KOSDAQ,0,0
004410,서울식품,KOSPI,0,0
353590,오토앤,KOSDAQ,0,0
086060,진바이오텍,KOSDAQ,0,0
430690,한싹,KOSDAQ,0,0
138360,협진,KOSDAQ,0,0
033200,모아텍,KOSDAQ,0,0
030350,드래곤플라이,KOSDAQ,0,0
000145,하이트진로홀딩스우,KOSPI,0,0
084670,동양고속,KOSPI,0,0
032080,아즈텍WB,KOSDAQ,0,0
336060,웨이버스,KOSDAQ,0,0
131180,딜리,KOSDAQ,0,0
001620,케이비아이동국실업,KOSPI,0,0
025870,신라에스지,KOSDAQ,0,0
000300,대유플러스,KOSPI,0,0
012205,계양전기우,KOSPI,0,0
000040,KR모터스,KOSPI,0,0
008775,호텔신라우,KOSPI,0,0
078935,GS우,KOSPI,0,0
00781K,코리아써키트2우B,KOSPI,0,0
215790,이노인스트루먼트,KOSDAQ,0,0
129890,앱코,KOSDAQ,0,0
066900,디에이피,KOSDAQ,0,0
001140,국보,KOSPI,0,0
000650,천일고속,KOSPI,0,0
001755,한양증권우,KOSPI,0,0
438580,엔에이치스팩25호,KOSDAQ,0,0
007575,일양약품우,KOSPI,0,0
090355,노루페인트우,KOSPI,0,0
096690,에이루트,KOSDAQ,0,0
052770,아이톡시,KOSDAQ,0,0
148930,에이치와이티씨,KOSDAQ,0,0
003535,한화투자증권우,KOSPI,0,0
005745,크라운해태홀딩스우,KOSPI,0,0
101400,엔시트론,KOSDAQ,0,0
001550,조비,KOSPI,0,0
36328K,티와이홀딩스우,KOSPI,0,0
002070,비비안,KOSPI,0,0
007370,진양제약,KOSDAQ,0,150
014825,동원시스템즈우,KOSPI,0,0
008355,남선알미우,KOSPI,0,0
046070,코다코,KOSDAQ,0,0
004440,삼일씨엔에스,KOSPI,0,0
389030,지니너스,KOSDAQ,0,0
189860,서전기전,KOSDAQ,0,0
466910,엔에이치스팩30호,KOSDAQ,0,0
439410,엔에이치스팩26호,KOSDAQ,0,0
069410,엔텔스,KOSDAQ,0,0
195500,마니커에프앤지,KOSDAQ,0,0
034940,조아제약,KOSDAQ,0,0
065060,지엔코,KOSDAQ,0,0
435620,하나금융25호스팩,KOSDAQ,0,0
065150,대산F&B,KOSDAQ,0,0
090150,아이윈,KOSDAQ,0,0
001795,대한제당우,KOSPI,0,0
058110,멕아이씨에스,KOSDAQ,0,0
000087,하이트진로2우B,KOSPI,0,0
065500,오리엔트정공,KOSDAQ,0,0
014990,인디에프,KOSPI,0,0
168490,한국패러랠,KOSPI,0,0
067770,세진티에스,KOSDAQ,0,0
131100,티엔엔터테인먼트,KOSDAQ,0,0
258830,세종메디칼,KOSDAQ,0,0
004835,덕성우,KOSPI,0,0
225430,케이엠제약,KOSDAQ,0,0
069140,누리플랜,KOSDAQ,0,0
115610,이미지스,KOSDAQ,0,0
076080,웰크론한텍,KOSDAQ,0,0
468510,삼성스팩9호,KOSDAQ,0,0
108675,LX하우시스우,KOSPI,0,0
208640,썸에이지,KOSDAQ,0,0
035620,바른손이앤에이,KOSDAQ,0,0
010280,쌍용정보통신,KOSDAQ,0,0
090370,메타랩스,KOSPI,0,0
053950,경남제약,KOSDAQ,0,0
419540,비스토스,KOSDAQ,0,0
023960,에쓰씨엔지니어링,KOSPI,0,0
012160,영흥,KOSPI,0,0
215380,우정바이오,KOSDAQ,0,0
430230,하나금융24호스팩,KOSDAQ,0,0
015260,에이엔피,KOSPI,0,0
060260,뉴보텍,KOSDAQ,0,0
010600,웰바이오텍,KOSPI,0,0
179530,애드바이오텍,KOSDAQ,0,0
006345,대원전선우,KOSPI,0,0
084440,유비온,KOSDAQ,0,0
900070,글로벌에스엠,KOSDAQ,0,0
222420,쎄노텍,KOSDAQ,0,0
127710,아시아경제,KOSDAQ,0,0
37550L,DL이앤씨2우(전환),KOSPI,0,0
900310,컬러레이,KOSDAQ,0,0
440820,엔에이치스팩27호,KOSDAQ,0,0
065690,파커스,KOSDAQ,0,0
036180,지더블유바이텍,KOSDAQ,0,0
361670,삼영에스앤씨,KOSDAQ,0,0
111870,KH 전자,KOSDAQ,0,0
000725,현대건설우,KOSPI,0,0
065420,에스아이리소스,KOSDAQ,0,0
208710,바이오로그디바이스,KOSDAQ,0,0
424140,케이비제21호스팩,KOSDAQ,0,0
005320,국동,KOSPI,0,0
421800,교보12호스팩,KOSDAQ,0,0
106520,노블엠앤비,KOSDAQ,0,0
033250,체시스,KOSPI,0,0
332290,누보,KOSDAQ,0,0
363250,진시스템,KOSDAQ,0,0
054220,비츠로시스,KOSDAQ,0,0
222980,한국맥널티,KOSDAQ,0,0
092600,앤씨앤,KOSDAQ,0,0
038620,위즈코프,KOSDAQ,0,0
005110,한창,KOSPI,0,0
066360,체리부로,KOSDAQ,0,0
317120,라닉스,KOSDAQ,0,0
134060,이퓨쳐,KOSDAQ,0,0
191410,육일씨엔에쓰,KOSDAQ,0,0
353190,휴럼,KOSDAQ,0,0
065570,삼영이엔씨,KOSDAQ,0,0
227100,퀀텀온,KOSDAQ,0,0
007720,대명소노시즌,KOSDAQ,0,0
210120,빅텐츠,KOSDAQ,0,0
002880,대유에이텍,KOSPI,0,0
096610,알에프세미,KOSDAQ,0,0
114450,그린생명과학,KOSDAQ,0,0
046940,우원개발,KOSDAQ,0,0
430220,신영스팩8호,KOSDAQ,0,0
000075,삼양홀딩스우,KOSPI,0,0
005257,녹십자홀딩스2우,KOSPI,0,0
214310,에스엘에너지,KOSDAQ,0,0
380540,옵티코어,KOSDAQ,0,0
036000,예림당,KOSDAQ,0,0
062970,피피아이,KOSDAQ,0,0
290120,DH오토리드,KOSDAQ,0,0
198940,한주라이트메탈,KOSDAQ,0,0
084695,대상홀딩스우,KOSPI,0,0
078860,아이오케이,KOSDAQ,0,0
031860,에스유홀딩스,KOSDAQ,0,0
066430,와이오엠,KOSDAQ,0,0
070300,엑스큐어,KOSDAQ,0,0
016670,디모아,KOSDAQ,0,0
290660,네오펙트,KOSDAQ,0,0
096870,엘디티,KOSDAQ,0,0
297570,알로이스,KOSDAQ,0,0
073540,에프알텍,KOSDAQ,0,0
237750,피앤씨테크,KOSDAQ,0,0
357880,비트나인,KOSDAQ,0,0
193250,링크드,KOSDAQ,0,0
043360,디지아이,KOSDAQ,0,0
101680,한국정밀기계,KOSDAQ,0,0
026910,광진실업,KOSDAQ,0,0
115570,스타플렉스,KOSDAQ,0,0
050090,비케이홀딩스,KOSDAQ,0,0
011080,형지I&C,KOSDAQ,0,0
250930,예선테크,KOSDAQ,0,0
230980,비유테크놀러지,KOSDAQ,0,0
351320,에스에이티이엔지,KOSDAQ,0,0
405640,신한제9호스팩,KOSDAQ,0,0
219550,디와이디,KOSDAQ,0,0
130500,GH신소재,KOSDAQ,0,0
106240,파인테크닉스,KOSDAQ,0,0
229000,젠큐릭스,KOSDAQ,0,0
002420,세기상사,KOSPI,0,0
006570,대림통상,KOSPI,0,0
051780,큐로홀딩스,KOSDAQ,0,0
036690,코맥스,KOSDAQ,0,0
153460,네이블,KOSDAQ,0,0
078590,휴림에이텍,KOSDAQ,0,0
187220,디티앤씨,KOSDAQ,0,0
313760,윌링스,KOSDAQ,0,0
045340,토탈소프트,KOSDAQ,0,0
065170,비엘팜텍,KOSDAQ,0,0
217620,디딤이앤에프,KOSDAQ,0,0
331520,밸로프,KOSDAQ,0,0
101240,씨큐브,KOSDAQ,0,0
328380,솔트웨어,KOSDAQ,0,0
286750,나노브릭,KOSDAQ,0,0
335810,프리시젼바이오,KOSDAQ,0,0
047080,한빛소프트,KOSDAQ,0,0
35320K,대덕전자1우,KOSPI,0,0
378800,샤페론,KOSDAQ,0,0
900280,골든센츄리,KOSDAQ,0,0
449020,유안타제13호스팩,KOSDAQ,0,0
065440,이루온,KOSDAQ,0,0
023790,동일철강,KOSDAQ,0,0
007815,코리아써우,KOSPI,0,0
082660,코스나인,KOSDAQ,0,0
457630,대신밸런스제16호스팩,KOSDAQ,0,0
148780,비큐에이아이,KOSDAQ,0,0
204630,스튜디오산타클로스,KOSDAQ,0,0
184230,SGA솔루션즈,KOSDAQ,0,0
238200,비피도,KOSDAQ,0,0
058450,엔터파트너즈,KOSDAQ,0,0
009460,한창제지,KOSPI,0,0
072130,유엔젤,KOSPI,0,0
069330,유아이디,KOSDAQ,0,0
070590,한솔인티큐브,KOSDAQ,0,0
362990,드림인사이트,KOSDAQ,0,0
002355,넥센타이어1우B,KOSPI,0,0
340930,유일에너테크,KOSDAQ,0,0
340440,세림B&G,KOSDAQ,0,0
071460,위니아,KOSDAQ,0,0
021040,대호특수강,KOSDAQ,0,0
028080,휴맥스홀딩스,KOSDAQ,0,0
221840,하이즈항공,KOSDAQ,0,0
088290,이원컴포텍,KOSDAQ,0,0
289010,아이스크림에듀,KOSDAQ,0,0
192410,휴림네트웍스,KOSDAQ,0,0
228340,동양파일,KOSDAQ,0,0
054300,팬스타엔터프라이즈,KOSDAQ,0,0
080720,한국유니온제약,KOSDAQ,0,0
291650,압타머사이언스,KOSDAQ,0,0
006125,SK디스커버리우,KOSPI,0,0
299660,셀리드,KOSDAQ,0,0
123330,제닉,KOSDAQ,0,0
031310,아이즈비전,KOSDAQ,0,0
900300,오가닉티코스메틱,KOSDAQ,0,0
429270,시지트로닉스,KOSDAQ,0,0
008290,원풍물산,KOSDAQ,0,0
388800,유진스팩7호,KOSDAQ,0,0
049630,재영솔루텍,KOSDAQ,0,0
016600,큐캐피탈,KOSDAQ,0,0
099410,동방선기,KOSDAQ,0,0
448370,하나27호스팩,KOSDAQ,0,0
368970,오에스피,KOSDAQ,0,0
456440,DB금융스팩11호,KOSDAQ,0,0
442310,대신밸런스제14호스팩,KOSDAQ,0,0
03481K,해성산업1우,KOSDAQ,0,0
469900,하나31호스팩,KOSDAQ,0,0
009190,대양금속,KOSPI,0,0
454640,하나29호스팩,KOSDAQ,0,0
263920,휴엠앤씨,KOSDAQ,0,0
174880,장원테크,KOSDAQ,0,0
474660,신한제12호스팩,KOSDAQ,0,0
446150,유안타제12호스팩,KOSDAQ,0,0
013810,스페코,KOSDAQ,0,0
009835,한화솔루션우,KOSPI,0,0
445970,신영스팩9호,KOSDAQ,0,0
032580,피델릭스,KOSDAQ,0,0
079950,인베니아,KOSDAQ,0,0
446840,키움제8호스팩,KOSDAQ,0,0
045510,정원엔시스,KOSDAQ,0,0
040610,SG&G,KOSDAQ,0,0
006920,모헨즈,KOSDAQ,0,0
018680,서울제약,KOSDAQ,0,0
054630,에이디칩스,KOSDAQ,0,0
001067,JW중외제약2우B,KOSPI,0,0
143540,영우디에스피,KOSDAQ,0,0
318160,셀바이오휴먼텍,KOSDAQ,0,0
152550,한국ANKOR유전,KOSPI,0,0
003465,유화증권우,KOSPI,0,0
009730,이렘,KOSDAQ,0,0
435380,유안타제10호스팩,KOSDAQ,0,0
159910,스킨앤스킨,KOSDAQ,0,0
425290,삼성스팩6호,KOSDAQ,0,0
020760,일진디스플,KOSPI,0,0
323230,엠에프엠코리아,KOSDAQ,0,0
014100,메디앙스,KOSDAQ,0,0
430700,유안타제9호스팩,KOSDAQ,0,0
279600,미디어젠,KOSDAQ,0,0
304840,피플바이오,KOSDAQ,0,0
062860,티엘아이,KOSDAQ,0,0
017250,인터엠,KOSDAQ,0,0
474490,유안타제16호스팩,KOSDAQ,0,0
455910,에스케이증권제9호스팩,KOSDAQ,0,0
263810,상신전자,KOSDAQ,0,0
032800,판타지오,KOSDAQ,0,0
036170,클라우드에어,KOSDAQ,0,0
117670,알파홀딩스,KOSDAQ,0,0
417860,오브젠,KOSDAQ,0,0
245620,EDGC,KOSDAQ,0,0
448740,삼성스팩8호,KOSDAQ,0,0
444920,유안타제11호스팩,KOSDAQ,0,0
299170,더블유에스아이,KOSDAQ,0,0
448830,미래에셋비전스팩3호,KOSDAQ,0,0
095910,에스에너지,KOSDAQ,0,0
005725,넥센우,KOSPI,0,0
377460,위니아에이드,KOSDAQ,0,0
110020,전진바이오팜,KOSDAQ,0,0
000225,유유제약1우,KOSPI,0,0
464680,KB제27호스팩,KOSDAQ,0,0
133750,메가엠디,KOSDAQ,0,0
037030,파워넷,KOSDAQ,0,0
005030,부산주공,KOSPI,0,0
052860,아이앤씨,KOSDAQ,0,0
006805,미래에셋증권우,KOSPI,0,0
290560,신시웨이,KOSDAQ,0,0
33637K,솔루스첨단소재1우,KOSPI,0,0
415580,상상인제3호스팩,KOSDAQ,0,0
196450,코아시아씨엠,KOSDAQ,0,0
081580,성우전자,KOSDAQ,0,0
101000,상상인인더스트리,KOSDAQ,0,0
439730,IBKS제20호스팩,KOSDAQ,0,0
197140,디지캡,KOSDAQ,0,0
079970,투비소프트,KOSDAQ,0,0
290380,대유,KOSDAQ,0,0
900270,헝셩그룹,KOSDAQ,0,0
027040,서울전자통신,KOSDAQ,0,0
051630,진양화학,KOSPI,0,0
091090,세원이앤씨,KOSPI,0,0
438220,대신밸런스제13호스팩,KOSDAQ,0,0
422040,엔에이치스팩23호,KOSDAQ,0,0
039740,한국정보공학,KOSDAQ,0,0
109820,진매트릭스,KOSDAQ,0,0
45014K,코오롱모빌리티그룹우,KOSPI,0,0
196700,웹스,KOSDAQ,0,0
038060,루멘스,KOSDAQ,0,0
454750,하나28호스팩,KOSDAQ,0,0
001685,대상우,KOSPI,0,0
219750,지티지웰니스,KOSDAQ,0,0
000885,한화우,KOSPI,0,0
045520,크린앤사이언스,KOSDAQ,0,0
089230,THE E&M,KOSDAQ,0,0
004255,NPC우,KOSPI,0,0
391060,엔에이치스팩20호,KOSDAQ,0,0
288330,브릿지바이오테라퓨틱스,KOSDAQ,0,0
004870,티웨이홀딩스,KOSPI,0,0
004105,태양금속우,KOSPI,0,0
069920,아이에스이커머스,KOSDAQ,0,0
469880,하나30호스팩,KOSDAQ,0,0
008500,일정실업,KOSPI,0,0
023770,플레이위드,KOSDAQ,0,0
091970,나노캠텍,KOSDAQ,0,0
406760,하나금융21호스팩,KOSDAQ,0,0
042940,상지건설,KOSDAQ,0,0
007530,와이엠,KOSDAQ,0,0
418250,시큐레터,KOSDAQ,0,0
244460,올리패스,KOSDAQ,0,0
053060,세동,KOSDAQ,0,0
457390,대신밸런스제15호스팩,KOSDAQ,0,0
065770,CS,KOSDAQ,0,0
005305,롯데칠성우,KOSPI,0,0
139050,BF랩스,KOSDAQ,0,0
247660,나노씨엠에스,KOSDAQ,0,0
013000,세우글로벌,KOSPI,0,0
089140,넥스턴바이오,KOSDAQ,0,0
146060,율촌,KOSDAQ,0,0
053590,한국테크놀로지,KOSDAQ,0,0
405000,플라즈맵,KOSDAQ,0,0
018700,바른손,KOSDAQ,0,0
418170,하나금융22호스팩,KOSDAQ,0,0
290520,신도기연,KOSDAQ,0,0
217480,에스디생명공학,KOSDAQ,0,0
127120,디엔에이링크,KOSDAQ,0,0
133820,화인베스틸,KOSPI,0,0
412930,미래에셋비전스팩1호,KOSDAQ,0,0
181340,이즈미디어,KOSDAQ,0,0
121890,에스디시스템,KOSDAQ,0,0
012340,뉴인텍,KOSDAQ,0,0
307870,비투엔,KOSDAQ,0,0
227610,아우딘퓨쳐스,KOSDAQ,0,0
37550K,DL이앤씨우,KOSPI,0,0
140910,에이리츠,KOSPI,0,0
014130,한익스프레스,KOSPI,0,0
000760,이화산업,KOSPI,0,0
436610,한국제11호스팩,KOSDAQ,0,0
458320,KB제26호스팩,KOSDAQ,0,0
18064K,한진칼우,KOSPI,0,0
446750,하나26호스팩,KOSDAQ,0,0
38380K,LX홀딩스1우,KOSPI,0,0
430460,한화플러스제3호스팩,KOSDAQ,0,0
060240,룽투코리아,KOSDAQ,0,0
415380,스튜디오삼익,KOSDAQ,0,0
354200,엔젠바이오,KOSDAQ,0,0
471050,대신밸런스제17호스팩,KOSDAQ,0,0
044180,KD,KOSDAQ,0,0
446070,유니드비티플러스,KOSPI,0,0
312610,에이에프더블류,KOSDAQ,0,0
473050,유안타제15호스팩,KOSDAQ,0,0
071950,코아스,KOSPI,0,0
039610,화성밸브,KOSDAQ,0,0
052300,씨티프라퍼티,KOSDAQ,0,0
900110,이스트아시아홀딩스,KOSDAQ,0,0
083470,이엠앤아이,KOSDAQ,0,0
001840,이화공영,KOSDAQ,0,0
007610,선도전기,KOSPI,0,0
006050,국영지앤엠,KOSDAQ,0,0
153490,우리이앤엘,KOSDAQ,0,0
114630,폴라리스우노,KOSDAQ,0,0
002025,코오롱우,KOSPI,0,0
198440,고려시멘트,KOSDAQ,0,0
275630,에스에스알,KOSDAQ,0,0
021880,메이슨캐피탈,KOSDAQ,0,0
014470,부방,KOSDAQ,0,0
102280,쌍방울,KOSPI,0,0
217270,넵튠,KOSDAQ,0,0
270660,에브리봇,KOSDAQ,0,0
000540,흥국화재,KOSPI,0,0
322000,HD현대에너지솔루션,KOSPI,0,0
071055,한국금융지주우,KOSPI,0,0
457550,우진엔텍,KOSDAQ,0,330
204620,글로벌텍스프리,KOSDAQ,0,0
254490,미래반도체,KOSDAQ,0,0
314930,바이오다인,KOSDAQ,0,0
174900,앱클론,KOSDAQ,0,0
064260,다날,KOSDAQ,0,0
217330,싸이토젠,KOSDAQ,0,0
270520,지오릿에너지,KOSDAQ,0,0
005950,이수화학,KOSPI,0,0
079810,디이엔티,KOSDAQ,0,0
214680,디알텍,KOSDAQ,0,0
030530,원익홀딩스,KOSDAQ,0,0
452260,한화갤러리아,KOSPI,0,0
389260,대명에너지,KOSDAQ,0,0
047310,파워로직스,KOSDAQ,0,0
216080,제테마,KOSDAQ,0,0
452200,민테크,KOSDAQ,0,0
402030,코난테크놀로지,KOSDAQ,0,0
000155,두산우,KOSPI,0,0
089890,코세스,KOSDAQ,0,0
042600,새로닉스,KOSDAQ,0,0
417010,나노팀,KOSDAQ,0,0
205470,휴마시스,KOSDAQ,0,0
096040,이트론,KOSDAQ,0,0
006580,대양제지,KOSDAQ,0,0
074610,이엔플러스,KOSPI,0,0
008350,남선알미늄,KOSPI,0,0
217820,원익피앤이,KOSDAQ,0,0
093640,케이알엠,KOSDAQ,0,0
146320,비씨엔씨,KOSDAQ,0,0
095720,웅진씽크빅,KOSPI,0,0
086890,이수앱지스,KOSDAQ,0,0
036030,케이티알파,KOSDAQ,0,0
102940,코오롱생명과학,KOSDAQ,0,0
083650,비에이치아이,KOSDAQ,0,0
